pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,pl_nnotes,rowupdate,pl_facility
K2-38,c,K2-38 c,Transit,0,2,10.56103,0.0009,-0.0009,0,2,0.0964,0.0016,-0.0016,0,2,,,,,0,88.61,1,-1.67,0,1,0.03115,0.01447,-0.01447,0,1,Mass,0.216,0.026,-0.026,0,2,3.6,2.7,-1.9,0,1,0,0,1,16h00m08.06s,-23d11m21.4s,240.033585,0,-23.189287,0,1,193.71,2.64,-2.64,0,1,11.39,0.03,0,V (Johnson),11.184,,0,5757,60,-60,0,4,2.24,1.67,-1.67,0,3,1.38,0.21,-0.21,0,4,0,07/07/2016,K2
K2-8,c,K2-8 c,Transit,0,2,5.06416,0.00041,-0.00041,0,2,0.0532,0.0009,-0.0009,0,2,,,,,0,86.7,2.48,-2.48,0,1,,,,,0,,0.215,0.029,-0.029,0,2,,,,,0,0,0,1,11h19m10.48s,-00d17m03.8s,169.793671,0,-0.284375,0,1,407.93,11.83,-11.83,0,1,14.61,0.03,0,V (Johnson),14.336,,0,4870,60,-60,0,4,0.78,0.04,-0.04,0,3,0.74,0.04,-0.04,0,4,0,07/07/2016,K2
HIP 41378,b,HIP 41378 b,Transit,0,5,15.572098,0.000018,-0.000019,0,2,,,,,0,,,,,0,88.8,0.8,-1.4,0,2,,,,,0,,,,,,1,,,,,0,0,0,1,08h26m27.85s,+10d04m49.4s,126.616043,0.000004,10.080378,0.000003,3,106.61,0.67,-0.67,0,3,8.93,,0,V (Johnson),8.81,,0,6226,43,-43,0,4,1.17,0.07,-0.07,0,3,1.34,0.03,-0.03,0,4,0,13/06/2019,K2
HIP 41378,c,HIP 41378 c,Transit,0,5,31.70648,0.00024,-0.00019,0,2,,,,,0,,,,,0,87.5,2.2,-1.4,0,2,,,,,0,,,,,,1,,,,,0,1,0,1,08h26m27.85s,+10d04m49.4s,126.616043,0.000004,10.080378,0.000003,3,106.61,0.67,-0.67,0,3,8.93,,0,V (Johnson),8.81,,0,6226,43,-43,0,4,1.17,0.07,-0.07,0,3,1.34,0.03,-0.03,0,4,0,13/06/2019,K2
HIP 41378,d,HIP 41378 d,Transit,0,5,1114,,,1,3,,,,,0,,,,,0,89.93,0.025,-0.018,0,1,,,,,0,,,,,,1,,,,,0,0,0,1,08h26m27.85s,+10d04m49.4s,126.616043,0.000004,10.080378,0.000003,3,106.61,0.67,-0.67,0,3,8.93,,0,V (Johnson),8.81,,0,6226,43,-43,0,4,1.17,0.07,-0.07,0,3,1.34,0.03,-0.03,0,4,0,13/06/2019,K2
GJ 3998,b,GJ 3998 b,Radial Velocity,0,2,2.64977,0.00081,-0.00077,0,1,0.029,0.001,-0.001,0,1,0,,,0,1,,,,,0,0.00777,0.00085,-0.00085,0,1,Msini,,,,,0,,,,,0,0,0,0,17h16m00.64s,+11d03m27.6s,259.002655,0.000005,11.057666,0.000005,3,18.16,0.02,-0.02,0,4,10.83,,0,V (Johnson),9.983,,0,3722,68,-68,0,3,0.5,0.05,-0.05,0,2,0.49,0.05,-0.05,0,2,1,28/07/2016,Roque de los Muchachos Observatory
GJ 3998,c,GJ 3998 c,Radial Velocity,0,2,13.74,0.016,-0.016,0,1,0.089,0.003,-0.003,0,1,0.049,0.052,-0.034,0,1,,,,,0,0.0197,0.00249,-0.00239,0,1,Msini,,,,,0,,,,,0,0,0,0,17h16m00.64s,+11d03m27.6s,259.002655,0.000005,11.057666,0.000005,3,18.16,0.02,-0.02,0,4,10.83,,0,V (Johnson),9.983,,0,3722,68,-68,0,3,0.5,0.05,-0.05,0,2,0.49,0.05,-0.05,0,2,1,28/07/2016,Roque de los Muchachos Observatory
BD+20 594,b,BD+20 594 b,Transit,0,1,41.6855,0.003,-0.003,0,3,,,,,1,0,,,0,2,89.55,0.16,-0.16,0,3,0.07,0.03,-0.03,0,2,Mass,0.23,0.01,-0.01,0,3,,,,,1,0,0,1,03h34m36.23s,+20d35m57.2s,53.650967,0,20.599232,0,1,180.39,1.25,-1.25,0,1,11.038,0.047,0,V (Johnson),10.864,,0,5766,99,-99,0,4,1.67,0.4,-0.4,0,3,1.08,0.06,-0.06,0,4,1,26/04/2018,K2
Proxima Cen,b,Proxima Cen b,Radial Velocity,0,1,11.186,0.001,-0.002,0,2,0.0485,0.0041,-0.0051,0,1,0.35,,,1,2,,,,,0,0.004,0.0006,-0.00053,0,1,Msini,,,,,0,,,,,0,0,0,0,14h29m42.95s,-62d40m46.1s,217.428955,0.000004,-62.679485,0.000004,4,1.3,0,0,0,3,11.11,,0,V (Johnson),8.954,,0,3050,100,-100,0,2,0.12,0.01,-0.01,0,2,0.14,0.02,-0.02,0,2,0,25/08/2016,European Southern Observatory
OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,Microlensing,0,1,2557,,,0,1,2.59,0.43,-0.34,0,1,,,,,0,,,,,0,0.25171,0.0409,-0.0409,0,1,Mass,,,,,0,,,,,0,0,0,0,18h05m24.43s,-26d25m19.0s,271.351807,0,-26.421944,0,1,2760,380,-380,0,1,,,,,,,,,,,,0,0.41,0.07,-0.07,0,1,,,,,0,1,29/09/2016,OGLE
HATS-11,b,HATS-11 b,Transit,0,1,3.619188,0.000028,-0.000029,0,3,0.0507,0.0012,-0.0012,0,2,,,,,1,,,,,2,,,,,2,,1.609,0.064,-0.064,0,3,,,,,2,0,0,1,19h17m36.18s,-22d23m23.7s,289.400757,0,-22.389927,0,1,967.34,31.42,-31.42,0,2,14.018,0.081,0,V (Johnson),13.833,,0,6563,361,-361,0,3,1.33,0.09,-0.09,0,2,1.54,0.06,-0.06,0,3,0,26/10/2018,HATSouth
HATS-12,b,HATS-12 b,Transit,0,1,3.142702,0.000053,-0.000053,0,4,0.0441,0.0005,-0.0005,0,2,,,,,1,,,,,3,,,,,2,,0.692,0.042,-0.042,0,4,,,,,2,0,0,1,19h16m48.57s,-19d21m21.3s,289.202393,0,-19.355907,0,1,512.41,32.77,-32.77,0,2,12.756,0.021,0,V (Johnson),12.677,,0,6357,91,-91,0,4,1.16,0.04,-0.04,0,3,1.17,0.07,-0.07,0,4,0,26/10/2018,HATSouth
GJ 676 A,c,GJ 676 A c,Radial Velocity,0,4,7337,95,-92,0,1,6.6,0.1,-0.1,0,1,,,,,0,,,,,0,6.8,0.1,-0.1,0,1,Msini,,,,,0,,,,,0,0,0,0,17h30m11.21s,-51d38m13.1s,262.546692,0.000004,-51.636978,0.000002,3,16.03,0.01,-0.01,0,7,9.58,0.009,0,V (Johnson),8.865,,0,3734,181,-181,0,3,0.73,0.21,-0.21,0,3,0.69,0.07,-0.07,0,3,0,29/09/2016,Paranal Observatory
K2-97,b,K2-97 b,Transit,0,1,8.406726,0.001863,-0.001827,0,4,0.086,0.0011,-0.0011,0,2,,,,,1,,,,,1,,,,,3,,0.947,0.085,-0.085,0,5,,,,,0,0,0,1,08h31m03.08s,+10d50m51.3s,127.762833,0,10.847586,0,1,869.76,31.37,-31.37,0,2,12.611,0.031,0,V (Johnson),12.306,,0,4717,73,-73,0,5,1.2,0.05,-0.05,0,5,4.47,0.18,-0.18,0,6,0,26/10/2018,K2
Kepler-272,b,Kepler-272 b,Transit,0,3,2.971353,0.000017,-0.000017,0,4,0.038,,,0,1,,,,,0,,,,,0,,,,,1,,0.128,0.069,-0.069,0,4,,,,,0,0,1,0,19h56m30.61s,+47d35m37.8s,299.127524,0.000017,47.59383,0.000017,2,912.85,14.53,-14.53,0,3,14.678,,0,Kepler-band,14.659,,0,5297,200,-200,0,6,,,,,3,0.93,0.5,-0.5,0,7,1,14/05/2014,Kepler
Kepler-272,c,Kepler-272 c,Transit,0,3,6.057342,0.000037,-0.000037,0,5,0.061,,,0,1,,,,,0,,,,,0,,,,,1,,0.16,0.086,-0.086,0,4,,,,,0,0,1,0,19h56m30.61s,+47d35m37.8s,299.127524,0.000017,47.59383,0.000017,2,912.85,14.53,-14.53,0,3,14.678,,0,Kepler-band,14.659,,0,5297,200,-200,0,6,,,,,3,0.93,0.5,-0.5,0,7,1,14/05/2014,Kepler
Kepler-272,d,Kepler-272 d,Transit,0,3,10.937304,0.000073,-0.000073,0,4,0.091,,,0,1,,,,,0,,,,,0,,,,,0,,0.201,0.109,-0.109,0,3,,,,,0,0,1,0,19h56m30.61s,+47d35m37.8s,299.127524,0.000017,47.59383,0.000017,2,912.85,14.53,-14.53,0,3,14.678,,0,Kepler-band,14.659,,0,5297,200,-200,0,6,,,,,3,0.93,0.5,-0.5,0,7,1,14/05/2014,Kepler
Kepler-273,b,Kepler-273 b,Transit,0,2,2.936532,0.000009,-0.000009,0,3,0.037,,,0,1,,,,,0,,,,,0,,,,,0,,0.134,0.077,-0.077,0,3,,,,,0,0,1,0,19h25m12.53s,+47d41m51.9s,291.302209,0.000019,47.697758,0.000017,2,728.85,11.5,-11.5,0,3,14.968,,0,Kepler-band,14.968,,0,5626,200,-200,0,6,,,,,1,0.81,0.46,-0.46,0,6,1,14/05/2014,Kepler
Kepler-273,c,Kepler-273 c,Transit,0,2,8.014927,0.000052,-0.000052,0,4,0.073,,,0,1,,,,,0,,,,,0,,,,,0,,0.177,0.103,-0.103,0,3,,,,,0,0,1,0,19h25m12.53s,+47d41m51.9s,291.302209,0.000019,47.697758,0.000017,2,728.85,11.5,-11.5,0,3,14.968,,0,Kepler-band,14.968,,0,5626,200,-200,0,6,,,,,1,0.81,0.46,-0.46,0,6,1,14/05/2014,Kepler
Kepler-274,b,Kepler-274 b,Transit,0,2,11.634788,0.000134,-0.000134,0,3,0.101,,,0,1,,,,,0,,,,,0,,,,,0,,0.137,0.075,-0.075,0,3,,,,,0,0,1,0,19h31m41.47s,+38d28m38.2s,292.922774,0.000017,38.477274,0.000017,2,1385.51,45.77,-45.77,0,3,15.035,,0,Kepler-band,15.032,,0,6023,200,-200,0,5,,,,,1,1.01,0.54,-0.54,0,5,1,14/05/2014,Kepler
Kepler-274,c,Kepler-274 c,Transit,0,2,33.197861,0.000894,-0.000894,0,4,0.204,,,0,1,,,,,0,,,,,0,,,,,0,,0.164,0.089,-0.089,0,3,,,,,0,0,1,0,19h31m41.47s,+38d28m38.2s,292.922774,0.000017,38.477274,0.000017,2,1385.51,45.77,-45.77,0,3,15.035,,0,Kepler-band,15.032,,0,6023,200,-200,0,5,,,,,1,1.01,0.54,-0.54,0,5,1,14/05/2014,Kepler
Kepler-275,b,Kepler-275 b,Transit,0,3,10.300682,0.000254,-0.000254,0,3,0.098,,,0,1,,,,,0,,,,,0,,,,,0,,0.209,0.04,-0.04,0,3,,,,,0,0,1,0,19h29m55.13s,+38d30m53.7s,292.479713,0.000017,38.514927,0.000017,2,2155.2,144.73,-144.73,0,3,15.319,,0,Kepler-band,15.287,,0,6165,100,-100,0,6,,,,,2,1.38,0.26,-0.26,0,6,1,14/05/2014,Kepler
Kepler-275,c,Kepler-275 c,Transit,0,3,16.088134,0.000164,-0.000164,0,4,0.132,,,0,1,,,,,0,,,,,0,,,,,0,,0.302,0.057,-0.057,0,3,,,,,0,0,1,0,19h29m55.13s,+38d30m53.7s,292.479713,0.000017,38.514927,0.000017,2,2155.2,144.73,-144.73,0,3,15.319,,0,Kepler-band,15.287,,0,6165,100,-100,0,6,,,,,2,1.38,0.26,-0.26,0,6,1,14/05/2014,Kepler
Kepler-275,d,Kepler-275 d,Transit,0,3,35.676062,0.000641,-0.000641,0,4,0.224,,,0,1,,,,,0,,,,,0,,,,,0,,0.297,0.066,-0.066,0,3,,,,,0,0,1,0,19h29m55.13s,+38d30m53.7s,292.479713,0.000017,38.514927,0.000017,2,2155.2,144.73,-144.73,0,3,15.319,,0,Kepler-band,15.287,,0,6165,100,-100,0,6,,,,,2,1.38,0.26,-0.26,0,6,1,14/05/2014,Kepler
Kepler-276,b,Kepler-276 b,Transit,0,3,14.12841,0.000111,-0.000111,0,4,0.119,,,0,1,,,,,0,,,,,0,,,,,0,,0.256,0.12,-0.12,0,3,,,,,0,0,1,0,19h34m16.36s,+39d02m10.8s,293.56815,0.000017,39.036326,0.000017,2,1181.73,46.92,-46.92,0,3,15.368,,0,Kepler-band,15.365,,0,6105,200,-200,0,6,,,,,4,1.05,0.48,-0.48,0,8,1,14/05/2014,Kepler
Kepler-276,c,Kepler-276 c,Transit,0,3,31.884,,,0,4,,,,,0,,,,,0,,,,,0,0.052,0.014,-0.011,0,2,Mass,0.259,0.113,-0.025,0,4,,,,,0,1,1,0,19h34m16.36s,+39d02m10.8s,293.56815,0.000017,39.036326,0.000017,2,1181.73,46.92,-46.92,0,3,15.368,,0,Kepler-band,15.365,,0,6105,200,-200,0,6,,,,,4,1.05,0.48,-0.48,0,8,1,14/05/2014,Kepler
Kepler-276,d,Kepler-276 d,Transit,0,3,48.648,,,0,5,,,,,0,,,,,0,,,,,0,0.051,0.016,-0.014,0,2,Mass,0.25,0.11,-0.024,0,4,,,,,0,1,1,0,19h34m16.36s,+39d02m10.8s,293.56815,0.000017,39.036326,0.000017,2,1181.73,46.92,-46.92,0,3,15.368,,0,Kepler-band,15.365,,0,6105,200,-200,0,6,,,,,4,1.05,0.48,-0.48,0,8,1,14/05/2014,Kepler
Kepler-277,b,Kepler-277 b,Transit,0,2,17.324,,,0,5,,,,,0,,,,,0,,,,,0,0.275,0.131,-0.126,0,2,Mass,0.261,0.065,-0.056,0,4,,,,,0,1,1,0,19h06m19.96s,+39d04m38.0s,286.583175,0.000019,39.077209,0.000017,2,1004.88,16.28,-16.28,0,3,13.42,,0,Kepler-band,13.388,,0,5946,,,0,5,,,,,3,1.65,,,0,7,1,14/05/2014,Kepler
Kepler-277,c,Kepler-277 c,Transit,0,2,33.006,,,0,5,,,,,0,,,,,0,,,,,0,0.202,0.057,-0.049,0,2,Mass,0.3,0.074,-0.064,0,4,,,,,0,1,1,0,19h06m19.96s,+39d04m38.0s,286.583175,0.000019,39.077209,0.000017,2,1004.88,16.28,-16.28,0,3,13.42,,0,Kepler-band,13.388,,0,5946,,,0,5,,,,,3,1.65,,,0,7,1,14/05/2014,Kepler
Kepler-278,b,Kepler-278 b,Transit,0,2,30.160546,0.000311,-0.000311,0,5,0.207,,,0,1,,,,,1,,,,,0,,,,,0,,0.363,0.014,-0.014,0,4,,,,,0,1,1,0,19h20m25.73s,+38d42m08.0s,290.107193,0.000019,38.702235,0.000017,2,448.65,6.38,-6.38,0,3,11.584,,0,Kepler-band,11.53,,0,4991,75,-75,0,6,,,,,2,2.94,0.07,-0.07,0,7,1,14/05/2014,Kepler
Kepler-278,c,Kepler-278 c,Transit,0,2,51.078775,0.00089,-0.00089,0,5,0.294,,,0,1,,,,,1,,,,,0,,,,,0,,0.32,0.038,-0.038,0,4,,,,,0,1,1,0,19h20m25.73s,+38d42m08.0s,290.107193,0.000019,38.702235,0.000017,2,448.65,6.38,-6.38,0,3,11.584,,0,Kepler-band,11.53,,0,4991,75,-75,0,6,,,,,2,2.94,0.07,-0.07,0,7,1,14/05/2014,Kepler
Kepler-384,c,Kepler-384 c,Transit,0,2,45.348269,0.000779,-0.000779,0,4,0.236,,,0,1,,,,,0,,,,,0,,,,,0,,0.101,0.029,-0.029,0,3,,,,,0,0,1,0,19h04m06.27s,+44d46m58.3s,286.026112,0.000017,44.782871,0.000017,2,919.44,11.1,-11.1,0,3,13.584,,0,Kepler-band,13.554,,0,5577,145,-145,0,6,,,,,2,0.88,0.25,-0.25,0,6,1,14/05/2014,Kepler
Kepler-385,b,Kepler-385 b,Transit,0,2,10.043686,0.000128,-0.000128,0,4,0.097,,,0,1,,,,,0,,,,,0,,,,,1,,0.244,0.123,-0.123,0,4,,,,,0,0,1,0,19h37m21.24s,+50d20m11.6s,294.338483,0.000019,50.336544,0.000017,2,1493.94,49.82,-49.82,0,3,15.212,,0,Kepler-band,15.192,,0,6326,250,-250,0,6,,,,,3,1.13,0.56,-0.56,0,7,1,14/05/2014,Kepler
Kepler-385,c,Kepler-385 c,Transit,0,2,15.163161,0.000269,-0.000269,0,4,0.127,,,0,1,,,,,0,,,,,0,,,,,1,,0.271,0.139,-0.139,0,4,,,,,0,0,1,0,19h37m21.24s,+50d20m11.6s,294.338483,0.000019,50.336544,0.000017,2,1493.94,49.82,-49.82,0,3,15.212,,0,Kepler-band,15.192,,0,6326,250,-250,0,6,,,,,3,1.13,0.56,-0.56,0,7,1,14/05/2014,Kepler
Kepler-386,b,Kepler-386 b,Transit,0,2,12.31043,0.000218,-0.000218,0,3,0.096,,,0,1,,,,,0,,,,,0,,,,,0,,0.124,0.073,-0.073,0,3,,,,,0,0,1,0,19h19m26.13s,+48d41m37.9s,289.858871,0.000017,48.693855,0.000017,2,904.74,29.69,-29.69,0,3,15.629,,0,Kepler-band,15.617,,0,5178,200,-200,0,6,,,,,2,0.77,0.43,-0.43,0,6,1,14/05/2014,Kepler
Kepler-386,c,Kepler-386 c,Transit,0,2,25.193458,0.000342,-0.000342,0,4,0.155,,,0,1,,,,,0,,,,,0,,,,,0,,0.141,0.079,-0.079,0,3,,,,,0,0,1,0,19h19m26.13s,+48d41m37.9s,289.858871,0.000017,48.693855,0.000017,2,904.74,29.69,-29.69,0,3,15.629,,0,Kepler-band,15.617,,0,5178,200,-200,0,6,,,,,2,0.77,0.43,-0.43,0,6,1,14/05/2014,Kepler
Kepler-387,b,Kepler-387 b,Transit,0,2,6.791636,0.000094,-0.000094,0,3,0.068,,,0,1,,,,,0,,,,,0,,,,,0,,0.092,0.021,-0.021,0,3,,,,,0,0,1,0,19h11m11.56s,+45d39m24.2s,287.798184,0.000017,45.656715,0.000017,2,819.95,11.21,-11.21,0,3,13.987,,0,Kepler-band,13.935,,0,5774,154,-154,0,6,,,,,2,1.05,0.24,-0.24,0,6,1,14/05/2014,Kepler
Kepler-387,c,Kepler-387 c,Transit,0,2,11.837549,0.000329,-0.000329,0,3,0.098,,,0,1,,,,,0,,,,,0,,,,,0,,0.079,0.02,-0.02,0,3,,,,,0,0,1,0,19h11m11.56s,+45d39m24.2s,287.798184,0.000017,45.656715,0.000017,2,819.95,11.21,-11.21,0,3,13.987,,0,Kepler-band,13.935,,0,5774,154,-154,0,6,,,,,2,1.05,0.24,-0.24,0,6,1,14/05/2014,Kepler
Kepler-388,b,Kepler-388 b,Transit,0,2,3.173315,0.000018,-0.000018,0,3,0.036,,,0,1,,,,,0,,,,,0,,,,,0,,0.072,0.009,-0.009,0,2,,,,,0,0,1,0,18h59m18.73s,+44d36m31.4s,284.828038,0.000017,44.60873,0.000017,2,611.32,65.09,-65.09,0,2,14.993,,0,Kepler-band,15.002,,0,4498,200,-200,0,5,,,,,2,0.59,0.07,-0.07,0,5,1,14/05/2014,Kepler
Kepler-388,c,Kepler-388 c,Transit,0,2,13.297004,0.000185,-0.000185,0,3,0.093,,,0,1,,,,,0,,,,,0,,,,,0,,0.077,0.01,-0.01,0,2,,,,,0,0,1,0,18h59m18.73s,+44d36m31.4s,284.828038,0.000017,44.60873,0.000017,2,611.32,65.09,-65.09,0,2,14.993,,0,Kepler-band,15.002,,0,4498,200,-200,0,5,,,,,2,0.59,0.07,-0.07,0,5,1,14/05/2014,Kepler
Kepler-389,b,Kepler-389 b,Transit,0,2,3.244107,0.00003,-0.00003,0,3,0.041,,,0,1,,,,,0,,,,,0,,,,,0,,0.135,0.069,-0.069,0,3,,,,,0,0,1,0,19h27m50.40s,+44d54m00.1s,291.960005,0.000025,44.900024,0.000017,2,835.65,22.57,-22.57,0,3,15.77,,0,Kepler-band,15.749,,0,5376,250,-250,0,6,,,,,2,0.79,0.4,-0.4,0,6,1,14/05/2014,Kepler
Kepler-389,c,Kepler-389 c,Transit,0,2,14.51143,0.000305,-0.000305,0,3,0.11,,,0,1,,,,,0,,,,,0,,,,,0,,0.13,0.067,-0.067,0,3,,,,,0,0,1,0,19h27m50.40s,+44d54m00.1s,291.960005,0.000025,44.900024,0.000017,2,835.65,22.57,-22.57,0,3,15.77,,0,Kepler-band,15.749,,0,5376,250,-250,0,6,,,,,2,0.79,0.4,-0.4,0,6,1,14/05/2014,Kepler
Kepler-390,b,Kepler-390 b,Transit,0,2,6.738088,0.000067,-0.000067,0,3,0.065,,,0,1,,,,,0,,,,,0,,,,,0,,0.073,0.006,-0.006,0,3,,,,,0,0,1,0,19h26m30.91s,+41d12m31.0s,291.628777,0.000019,41.208603,0.000017,2,440.79,3.79,-3.79,0,3,13.942,,0,Kepler-band,13.922,,0,5166,100,-100,0,6,,,,,2,0.78,0.05,-0.05,0,6,1,14/05/2014,Kepler
Kepler-390,c,Kepler-390 c,Transit,0,2,13.060022,0.000257,-0.000257,0,3,0.101,,,0,1,,,,,0,,,,,0,,,,,0,,0.07,0.007,-0.007,0,3,,,,,0,0,1,0,19h26m30.91s,+41d12m31.0s,291.628777,0.000019,41.208603,0.000017,2,440.79,3.79,-3.79,0,3,13.942,,0,Kepler-band,13.922,,0,5166,100,-100,0,6,,,,,2,0.78,0.05,-0.05,0,6,1,14/05/2014,Kepler
Kepler-391,b,Kepler-391 b,Transit,0,2,7.416755,0.000129,-0.000129,0,3,0.082,,,0,1,,,,,0,,,,,0,,,,,0,,0.285,0.07,-0.07,0,3,,,,,0,0,1,0,19h22m29.24s,+51d03m26.3s,290.621815,0.000017,51.057304,0.000017,2,891.53,13.32,-13.32,0,3,13.007,,0,Kepler-band,12.984,,0,4940,100,-100,0,6,,,,,2,3.57,0.85,-0.85,0,6,1,14/05/2014,Kepler
Kepler-391,c,Kepler-391 c,Transit,0,2,20.485435,0.000393,-0.000393,0,4,0.161,,,0,1,,,,,0,,,,,0,,,,,0,,0.316,0.077,-0.077,0,3,,,,,0,0,1,0,19h22m29.24s,+51d03m26.3s,290.621815,0.000017,51.057304,0.000017,2,891.53,13.32,-13.32,0,3,13.007,,0,Kepler-band,12.984,,0,4940,100,-100,0,6,,,,,2,3.57,0.85,-0.85,0,6,1,14/05/2014,Kepler
Kepler-392,b,Kepler-392 b,Transit,0,2,5.341853,0.000055,-0.000055,0,3,0.059,,,0,1,,,,,0,,,,,0,,,,,0,,0.089,0.019,-0.019,0,3,,,,,0,0,1,0,19h14m38.58s,+43d22m05.1s,288.660765,0.000017,43.368084,0.000017,2,695.06,7.92,-7.92,0,3,13.455,,0,Kepler-band,13.422,,0,5938,226,-226,0,6,,,,,2,1.13,0.23,-0.23,0,6,1,14/05/2014,Kepler
Kepler-392,c,Kepler-392 c,Transit,0,2,10.423118,0.000087,-0.000087,0,3,0.093,,,0,1,,,,,0,,,,,0,,,,,0,,0.098,0.021,-0.021,0,3,,,,,0,0,1,0,19h14m38.58s,+43d22m05.1s,288.660765,0.000017,43.368084,0.000017,2,695.06,7.92,-7.92,0,3,13.455,,0,Kepler-band,13.422,,0,5938,226,-226,0,6,,,,,2,1.13,0.23,-0.23,0,6,1,14/05/2014,Kepler
XO-2 S,c,XO-2 S c,Radial Velocity,0,2,120.8,0.34,-0.34,0,1,0.4756,0.0087,-0.0087,0,1,0.1528,0.0094,-0.0098,0,1,,,,,0,1.37,0.053,-0.053,0,1,Msini,,,,,0,,,,,0,0,0,0,07h48m07.48s,+50d13m03.2s,117.031174,0.000019,50.217556,0.000017,1,152.06,0.95,-0.95,0,2,11.086,0.025,0,V (Johnson),10.928,,0,5399,55,-55,0,5,0.98,0.2,-0.2,0,2,1,0.04,-0.04,0,3,0,09/07/2014,Roque de los Muchachos Observatory
XO-3,b,XO-3 b,Transit,0,1,3.19154,0.00014,-0.00014,0,6,,,,,3,0.29,0,0,0,6,79.32,1.36,-1.36,0,6,7.29,1.19,-1.19,0,5,Mass,1.41,0.12,-0.12,0,4,,,,,3,0,0,0,04h21m52.70s,+57d49m01.9s,65.469581,0.000017,57.817181,0.000017,1,214.31,2.7,-2.7,0,2,9.8,0.03,0,V (Johnson),9.739,,0,6429,50,-50,0,6,0.58,0.14,-0.14,0,6,1.54,0.11,-0.11,0,6,1,26/04/2018,XO
XO-4,b,XO-4 b,Transit,0,1,4.12508,0.000004,-0.000004,0,5,,,,,3,0,,,0,4,88.8,0.6,-0.6,0,5,1.42,0.19,-0.19,0,6,Mass,1.25,0.08,-0.08,0,5,,,,,3,0,0,0,07h21m33.17s,+58d16m05.2s,110.388223,0.000017,58.268108,0.000017,1,274.79,2.91,-2.91,0,2,10.674,,0,V (Johnson),10.513,,0,6397,70,-70,0,6,1.1,0.22,-0.22,0,6,1.45,0.09,-0.09,0,6,0,26/04/2018,XO
XO-5,b,XO-5 b,Transit,0,1,4.1877558,0.0000006,-0.0000006,0,6,0.0515,0.0005,-0.0005,0,6,0,,,0,4,86.8,0.2,-0.2,0,5,1.19,0.03,-0.03,0,7,Mass,1.14,0.03,-0.03,0,5,1.06,0.08,-0.08,0,5,0,0,0,07h46m51.97s,+39d05m40.5s,116.716527,0.000022,39.094578,0.000017,1,278.37,3.9,-3.9,0,3,12.13,0.03,0,V (Johnson),11.95,,0,5430,70,-70,0,7,1.04,0.03,-0.03,0,7,1.13,0.03,-0.03,0,7,0,12/02/2015,XO
HATS-9,b,HATS-9 b,Transit,0,1,1.915291,0.000019,-0.000018,0,4,0.0312,0.0004,-0.0005,0,3,,,,,2,,,,,3,,,,,3,,1.236,0.031,-0.031,0,4,,,,,3,0,0,1,19h23m14.42s,-20d09m58.7s,290.810104,0.000017,-20.166317,0.000017,2,654.36,12.41,-12.41,0,3,13.276,0.01,0,V (Johnson),13.098,,0,5599,85,-85,0,4,1.1,0.05,-0.05,0,3,1.56,0.04,-0.04,0,4,0,26/10/2018,HATSouth
HATS-10,b,HATS-10 b,Transit,0,1,3.312846,0.0000058,-0.0000058,0,2,0.04491,0.00074,-0.00074,0,2,0.501,,,1,2,87.79,0.72,-0.72,0,2,0.526,0.081,-0.081,0,2,Mass,0.969,0.061,-0.045,0,2,0.7,0.15,-0.15,0,2,0,0,0,19h37m13.64s,-22d12m16.1s,294.306813,0.000017,-22.204477,0.000017,1,496,24,-24,0,2,13.113,0.01,0,V (Johnson),12.984,,0,5880,120,-120,0,3,1.1,0.05,-0.05,0,2,1.1,0.06,-0.04,0,3,0,21/05/2015,HATSouth
Kepler-449,b,Kepler-449 b,Transit,0,2,12.58242,0.00027,-0.00027,0,4,,,,,0,0.03,0.28,-0.03,0,1,,,,,0,,,,,0,,0.183,0.006,-0.006,0,2,,,,,0,0,1,0,19h34m55.88s,+41d54m03.0s,293.732821,0.000019,41.900829,0.000017,2,279,7.98,-7.68,0,1,11.411,,0,Kepler-band,11.226,,0,,,,,3,0.97,0.05,-0.05,0,2,1.47,0.03,-0.03,0,3,1,21/05/2015,Kepler
