plntname,ra_str,dec_str,mlmassplnj,mlmassplnjerr1,mlmassplnjerr2,mlmassplnjlim,mlmassplne,mlmassplneerr1,mlmassplneerr2,mlmassplnelim,mlsmaproj,mlsmaprojerr1,mlsmaprojerr2,mlsmaprojlim,mlmasslens,mlmasslenserr1,mlmasslenserr2,mlmasslenslim,mldistl,mldistlerr1,mldistlerr2,mldistllim,mldists,mldistserr1,mldistserr2,mldistslim,mltsepmin,mltsepminerr1,mltsepminerr2,mltsepminlim,mlsepminnorm,mlsepminnormerr1,mlsepminnormerr2,mlsepminnormlim,mlxtimeein,mlxtimeeinerr1,mlxtimeeinerr2,mlxtimeeinlim,mlradsnorm,mlradsnormerr1,mlradsnormerr2,mlradsnormlim,mlsepinsnorp,mlsepinsnorperr1,mlsepinsnorperr2,mlsepinsnorplim,mlmassratio,mlmassratioerr1,mlmassratioerr2,mlmassratiolim,mlangstlax,mlangstlaxerr1,mlangstlaxerr2,mlangstlaxlim,mlmagis,mlmagiserr1,mlmagiserr2,mlmagislim,mlmagibl,mlmagiblerr1,mlmagiblerr2,mlmagibllim,mlradeinang,mlradeinangerr1,mlradeinangerr2,mlradeinanglim,mlpmrells,mlpmrellserr1,mlpmrellserr2,mlpmrellslim,mlmodeldef,plntreflink
KMT-2017-BLG-0165L b,17h58m35.92s,-28d08m01.21s,,,,,,,,,,,,,,,,,,,,,,,,,2457853.72,0.065,-0.065,0,0.036,0.011,-0.011,0,41.775,0.846,-0.846,0,0.7709,0.1029,-0.1029,0,0.953,0.012,-0.012,0,1.332,0.086,-0.086,0,5.817,0.032,-0.032,0,18.43,0.02,-0.02,0,,,,,,,,,6.93,1.15,-1.15,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...72J/abstract target=ref>Jung et al. 2019</a>
OGLE-2016-BLG-1067L b,18h12m49.08s,-27d00m45.5s,0.43,0.21,-0.16,0,140,67,-51,0,1.68,0.37,-0.36,0,0.28,0.14,-0.1,0,3680,650,-640,0,7660,,,0,2457564.325,0.065,-0.064,0,-0.47,0.029,-0.029,0,26.5,1.2,-1.1,0,5.5,,,1,0.812,0.012,-0.012,0,14.6,0.63,-0.55,0,1.427,0.006,-0.006,0,18.8,,,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..121C/abstract target=ref>CalchiNovati et al. 2019</a>
OGLE-2016-BLG-1067L b,18h12m49.08s,-27d00m45.5s,0.43,0.22,-0.18,0,140,70,-57,0,1.71,0.39,-0.42,0,0.31,0.16,-0.13,0,3780,680,-700,0,7660,,,0,2457564.312,0.063,-0.063,0,-0.442,0.029,-0.031,0,27.6,1.3,-1.2,0,4.8,,,1,0.785,0.01,-0.011,0,13.17,0.33,-0.31,0,1.43,0.006,-0.006,0,18.8,,,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..121C/abstract target=ref>CalchiNovati et al. 2019</a>
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,4.5,0.6,-0.6,0,1400,200,-200,0,3.4,0.2,-0.2,0,1,0.1,-0.1,0,3200,500,-500,0,8000,,,0,2458254.242,0.032,-0.032,0,0.036,0.003,-0.003,0,64.58,4.24,-4.24,0,0.4,,,1,0.86,0.01,-0.01,0,42.8,4.1,-4.1,0,2.517,0.009,-0.009,0,21.54,0.01,-0.01,0,17.13,,,0,1.24,0.15,-0.15,0,7,0.9,-0.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..102H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-1011L b,17h56m03.36s,-29d04m58.4s,1.8,3.4,-1.1,0,570,1100,-350,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0,7100,1100,-1500,0,8000,,,0,2458284.818,0.005,-0.005,0,0.049,0.001,-0.001,0,12.19,0.14,-0.14,0,11.26,0.72,-0.72,0,0.75,0.005,-0.005,0,92.5,2.1,-2.1,0,4.361,0.008,-0.008,0,19.93,0.01,-0.01,0,19.04,0.01,-0.01,0,0.09,0.01,-0.01,0,2.81,0.22,-0.22,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-1011L b,17h56m03.36s,-29d04m58.4s,1.8,3.4,-1.1,0,570,1100,-350,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0,7100,1100,-1500,0,8000,,,0,2458284.868,0.009,-0.009,0,0.047,0.001,-0.001,0,12.41,0.21,-0.21,0,11.29,0.76,-0.76,0,0.747,0.007,-0.007,0,97.3,3,-3,0,4.433,0.008,-0.008,0,19.93,0.01,-0.01,0,19.04,0.01,-0.01,0,0.09,0.01,-0.01,0,2.81,0.22,-0.22,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-1011L b,17h56m03.36s,-29d04m58.4s,1.8,3.4,-1.1,0,570,1100,-350,0,1.8,2.1,-1.5,0,0.18,0.33,-0.1,0,7100,1100,-1500,0,8000,,,0,2458284.801,0.005,-0.005,0,0.053,0.001,-0.001,0,12.42,0.15,-0.15,0,12.13,0.71,-0.71,0,1.281,0.009,-0.009,0,98.4,2.6,-2.6,0,4.36,0.008,-0.008,0,19.93,0.01,-0.01,0,19.04,0.01,-0.01,0,0.09,0.01,-0.01,0,2.81,0.22,-0.22,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
KMT-2017-BLG-0165L b,17h58m35.92s,-28d08m01.21s,0.11,0.05,-0.04,0,34,15,-12,0,3.45,0.98,-0.95,0,0.76,0.34,-0.27,0,4530,1040,-980,0,,,,,2457853.71,0.067,-0.067,0,-0.035,0.011,-0.011,0,42.129,0.932,-0.932,0,0.7834,0.1072,-0.1072,0,0.953,0.013,-0.013,0,1.348,0.09,-0.09,0,-5.821,0.033,-0.033,0,18.43,0.02,-0.02,0,,,,,0.8,0.13,-0.13,0,6.93,1.15,-1.15,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...72J/abstract target=ref>Jung et al. 2019</a>
OGLE-2018-BLG-0596L b,17h56m13.33s,-29d11m56.7s,0.00409,0.0005,-0.0005,0,1.3,0.16,-0.16,0,3.02,0.39,-0.39,0,0.196,0.021,-0.021,0,6110,790,-790,0,8670,1330,-1330,0,2458277.13,0.014,-0.014,0,-0.285,0.005,-0.005,0,28.894,0.105,-0.105,0,15.72,0.59,-0.59,0,1.788,0.016,-0.016,0,0.188,0.019,-0.019,0,-2.921,0.016,-0.016,0,17.19,0.01,-0.01,0,,,,,0.276,0.028,-0.028,0,3.49,0.35,-0.35,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...28J/abstract target=ref>Jung et al. 2019</a>
OGLE-2018-BLG-0596L b,17h56m13.33s,-29d11m56.7s,0.00374,0.0005,-0.0005,0,1.19,0.16,-0.16,0,2.77,0.37,-0.37,0,0.154,0.019,-0.019,0,5950,770,-770,0,8690,1350,-1350,0,2458277.13,0.015,-0.015,0,0.285,0.006,-0.006,0,28.889,0.107,-0.107,0,17.72,0.78,-0.78,0,1.811,0.015,-0.015,0,0.244,0.027,-0.027,0,2.929,0.018,-0.018,0,17.19,0.01,-0.01,0,,,,,0.256,0.027,-0.027,0,3.24,0.33,-0.33,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...28J/abstract target=ref>Jung et al. 2019</a>
OGLE-2015-BLG-1670L b,17h52m38.11s,-28d33m06.9s,0.0563,0.03,-0.028,0,17.9,9.6,-8.8,0,2.62,0.58,0.6,0,0.55,0.28,-0.28,0,6700,1000,-1300,0,8140,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382,0.087,-0.076,0,6,1.2,-1.2,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..232R/abstract target=ref>Ranc et al. 2019</a>
OGLE-2015-BLG-1670L b,17h52m38.11s,-28d33m06.9s,,,,,,,,,,,,,,,,,,,,,,,,,2457223.343,0.0033,-0.0033,0,0.0053,0.0017,-0.0015,0,23.3,9.1,-5.2,0,2.17,0.69,-1,0,1.056,0.028,-0.02,0,1,0.4,-0.31,0,0.257,0.015,-0.013,0,22.34,0.4,-0.3,0,,,,,0.395,0.084,-0.061,0,6.21,1.2,-0.95,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..232R/abstract target=ref>Ranc et al. 2019</a>
OGLE-2015-BLG-1670L b,17h52m38.11s,-28d33m06.9s,,,,,,,,,,,,,,,,,,,,,,,,,2457223.345,0.0036,-0.0036,0,0.0047,0.0019,-0.0015,0,27,12,-7.5,0,2.23,0.86,-0.71,0,0.965,0.01,-0.01,0,1.5,0.86,-0.68,0,0.275,0.02,-0.024,0,22.51,0.4,-0.37,0,,,,,0.392,0.077,-0.062,0,5.4,1.1,-0.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..232R/abstract target=ref>Ranc et al. 2019</a>
OGLE-2018-BLG-1011L b,17h56m03.36s,-29d04m58.4s,1.8,3.4,-1.1,0,570,1100,-350,0,1.8,2.1,-1.5,0,0.18,0.33,-0.1,0,7100,1100,-1500,0,8000,,,0,2458284.851,0.009,-0.009,0,0.052,0.001,-0.001,0,12.53,0.21,-0.21,0,11.72,0.75,-0.75,0,1.276,0.011,-0.011,0,102.2,3.7,-3.7,0,4.43,0.008,-0.008,0,19.93,0.01,-0.01,0,19.04,0.01,-0.01,0,0.09,0.01,-0.01,0,2.81,0.22,-0.22,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-1011L c,17h56m03.36s,-29d04m58.4s,2.8,5.1,-1.7,0,890,1600,-540,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0,7100,1100,-1500,0,8000,,,0,2458284.818,0.005,-0.005,0,0.049,0.001,-0.001,0,12.19,0.14,-0.14,0,11.26,0.72,-0.72,0,0.577,0.005,-0.005,0,152.4,5.9,-5.9,0,4.859,0.01,-0.01,0,19.93,0.01,-0.01,0,19.04,0.01,-0.01,0,0.09,0.01,-0.01,0,2.81,0.22,-0.22,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-1011L c,17h56m03.36s,-29d04m58.4s,2.8,5.1,-1.7,0,890,1600,-540,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0,7100,1100,-1500,0,8000,,,0,2458284.868,0.009,-0.009,0,0.047,0.001,-0.001,0,12.41,0.21,-0.21,0,11.29,0.76,-0.76,0,1.954,0.048,-0.048,0,160.6,17,-17,0,4.733,0.011,-0.011,0,19.93,0.01,-0.01,0,19.04,0.01,-0.01,0,0.09,0.01,-0.01,0,2.81,0.22,-0.22,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-1011L c,17h56m03.36s,-29d04m58.4s,2.8,5.1,-1.7,0,890,1600,-540,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0,7100,1100,-1500,0,8000,,,0,2458284.801,0.005,-0.005,0,0.053,0.001,-0.001,0,12.42,0.15,-0.15,0,12.13,0.71,-0.71,0,0.582,0.005,-0.005,0,150,6.1,-6.1,0,4.858,0.009,-0.009,0,19.93,0.01,-0.01,0,19.04,0.01,-0.01,0,0.09,0.01,-0.01,0,2.81,0.22,-0.22,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-1011L c,17h56m03.36s,-29d04m58.4s,2.8,5.1,-1.7,0,890,1600,-540,0,0.8,0.9,-0.6,0,0.18,0.33,-0.1,0,7100,1100,-1500,0,8000,,,0,2458284.851,0.009,-0.009,0,0.052,0.001,-0.001,0,12.53,0.21,-0.21,0,11.72,0.75,-0.75,0,1.929,0.047,-0.047,0,157,17.6,-17.6,0,4.74,0.011,-0.011,0,19.93,0.01,-0.01,0,19.04,0.01,-0.01,0,0.09,0.01,-0.01,0,2.81,0.22,-0.22,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,4.8,0.6,-0.6,0,1500,200,-200,0,5,0.3,-0.3,0,1,0.1,-0.1,0,3200,500,-500,0,8000,,,0,2458254.223,0.033,-0.033,0,0.033,0.003,-0.003,0,70.12,5.16,-5.16,0,0.5,,,1,1.26,0.01,-0.01,0,45.4,5.1,-5.1,0,2.512,0.01,-0.01,0,21.54,0.01,-0.01,0,17.13,,,0,1.24,0.15,-0.15,0,6.5,0.8,-0.8,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..102H/abstract target=ref>Han et al. 2019</a>
KMT-2016-BLG-0212L b,17h53m45.42s,-29d05m12.80s,18,20,-11,0,5700,6000,-3500,0,2.2,0.7,-0.7,0,0.48,0.38,-0.26,0,6300,1100,-1600,0,,,,,2457463.052,0.249,-0.249,0,0.328,0.013,-0.013,0,26.616,0.88,-0.88,0,1.192,0.207,-0.207,0,0.829,0.007,-0.007,0,368,61,-61,0,3.131,0.06,-0.06,0,20.69,0.07,-0.07,0,,,,,0.42,0.13,-0.13,0,8.1,2.5,-2.5,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51..197H/abstract target=ref>Hwang et al. 2018</a>
KMT-2016-BLG-0212L b,17h53m45.42s,-29d05m12.80s,0.02,0.026,-0.013,0,6.3,8.3,-4,0,5.5,1.9,-1.8,0,0.39,0.38,-0.22,0,6000,1300,-1700,0,,,,,2457465.316,0.192,-0.192,0,0.615,0.02,-0.02,0,17.764,0.476,-0.476,0,1.378,0.278,-0.278,0,1.427,0.014,-0.014,0,0.49,0.079,-0.079,0,1.004,0.0145,-0.0145,0,19.6,0.06,-0.06,0,,,,,0.64,0.21,-0.21,0,13.2,4.3,-4.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51..197H/abstract target=ref>Hwang et al. 2018</a>
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,1.1,0.7,-0.6,0,350,200,-200,0,1.5,0.2,-0.2,0,0.47,0.31,-0.24,0,7200,900,-1000,0,8000,,,0,2458254.347,0.031,-0.031,0,0.038,0.003,-0.003,0,62.63,4.37,-4.37,0,0.99,0.1,-0.1,0,0.91,0.01,-0.01,0,23,1.8,-1.8,0,2.52,0.009,-0.009,0,21.54,0.01,-0.01,0,17.13,,,0,0.28,0.04,-0.04,0,1.65,0.23,-0.23,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..102H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,3.9,2.2,-1.6,0,1200,700,-510,0,3.3,1.3,-1.3,0,0.83,0.47,-0.33,0,4200,1600,-1600,0,8000,,,0,2458254.242,0.032,-0.032,0,0.036,0.003,-0.003,0,64.58,4.24,-4.24,0,0.4,,,1,0.86,0.01,-0.01,0,42.8,4.1,-4.1,0,2.517,0.009,-0.009,0,21.54,0.01,-0.01,0,17.13,,,0,0.56,,,-1,2.9,,,-1,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..102H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,1.1,0.7,-0.6,0,350,200,-200,0,2,0.2,-0.3,0,0.47,0.31,-0.24,0,7200,900,-1000,0,8000,,,0,2458254.351,0.029,-0.029,0,0.038,0.003,-0.003,0,65.64,3.47,-3.47,0,0.85,0.08,-0.08,0,1.18,0.01,-0.01,0,21.3,1.7,-1.7,0,2.508,0.008,-0.008,0,21.54,0.01,-0.01,0,17.13,,,0,0.28,0.04,-0.04,0,1.65,0.23,-0.23,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..102H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-0740L b,18h08m42.47s,-29d50m08.9s,3.9,2.2,-1.6,0,1200,700,-510,0,4.6,1.8,-1.8,0,0.83,0.47,-0.33,0,4200,1600,-1600,0,8000,,,0,2458254.223,0.033,-0.033,0,0.033,0.003,-0.003,0,70.12,5.16,-5.16,0,0.5,,,1,1.26,0.01,-0.01,0,45.4,5.1,-5.1,0,2.512,0.01,-0.01,0,21.54,0.01,-0.01,0,17.13,,,0,0.56,,,-1,2.9,,,-1,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..102H/abstract target=ref>Han et al. 2019</a>
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,0.58,1.04,-0.37,0,180,331,-120,0,0.27,0.08,-0.07,0,0.05,0.08,-0.03,0,7070,1150,-1070,0,,,,,2453931.135,0.002,-0.002,0,0.01249,0.0032,-0.0032,0,5.183,0.86,-0.86,0,8.71,,,1,0.537,0.024,-0.024,0,117,24,-24,0,3.852,0.04,-0.04,0,20.091,0.269,-0.269,0,,,,,0.042,,,-1,2.807,,,-1,0,<a href=https://ui.adsabs.harvard.edu/abs/2019arXiv190501239K/abstract target=ref>Kondo et al. 2019</a>
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,0.58,0.97,-0.35,0,180,310,-110,0,0.39,0.12,-0.11,0,0.07,0.11,-0.04,0,6730,1210,-1210,0,,,,,2453931.139,0.004,-0.004,0,0.01351,0.0032,-0.0032,0,5.191,0.95,-0.95,0,5.4,,,1,0.589,0.032,-0.032,0,82.7,21,-21,0,3.387,0.076,-0.076,0,20.033,0.253,-0.253,0,,,,,0.068,,,-1,4.436,,,-1,0,<a href=https://ui.adsabs.harvard.edu/abs/2019arXiv190501239K/abstract target=ref>Kondo et al. 2019</a>
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,0.63,1.13,-0.39,0,200,359,-120,0,0.53,0.89,-0.18,0,0.06,0.11,-0.04,0,6890,1190,-1190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019arXiv190501239K/abstract target=ref>Kondo et al. 2019</a>
KMT-2016-BLG-0212L b,17h53m45.42s,-29d05m12.80s,0.0343,0.0447,-0.022,0,10.9,14.2,-6.9,0,4.6,1.4,-1.4,0,0.39,0.38,-0.22,0,6000,1200,-1700,0,,,,,2457465.25,0.197,-0.197,0,0.617,0.022,-0.022,0,17.801,0.478,-0.478,0,1.666,0.283,-0.283,0,1.43,0.015,-0.015,0,0.828,0.153,-0.153,0,1.001,0.0153,-0.0153,0,19.6,0.06,-0.06,0,,,,,0.53,0.16,-0.16,0,10.9,3.3,-3.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51..197H/abstract target=ref>Hwang et al. 2018</a>
KMT-2016-BLG-0212L b,17h53m45.42s,-29d05m12.80s,0.018,0.027,-0.012,0,5.8,8.6,-3.9,0,4.2,1.5,-1.4,0,0.36,0.37,-0.21,0,6200,1200,-1600,0,,,,,2457465.276,0.189,-0.189,0,0.619,0.018,-0.018,0,17.584,0.44,-0.44,0,1.874,0.43,-0.43,0,1.434,0.012,-0.012,0,0.484,0.11,-0.11,0,1.005,0.014,-0.014,0,19.59,0.07,-0.07,0,,,,,0.47,0.16,-0.16,0,9.8,3.3,-3.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51..197H/abstract target=ref>Hwang et al. 2018</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.923,0.734,-0.409,0,293,233,-130,0,1.521,0.753,-0.555,0,0.235,0.187,-0.104,0,1735,889,-651,0,,,,,2458230.449,0.024,-0.024,0,0.04,0.002,-0.002,0,46.484,1.945,-1.945,0,1.187,0.162,-0.162,0,0.963,0.003,-0.003,0,37.48,2.53,-2.53,0,2.584,0.018,-0.018,0,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.594,0.814,-0.272,0,189,259,-86,0,1.095,0.953,-0.391,0,0.153,0.206,-0.068,0,1296,1061,-452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.565,0.789,-0.249,0,180,251,-79,0,1.039,0.951,-0.351,0,0.141,0.202,-0.061,0,1229,1063,-427,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.565,0.316,-0.161,0,180,100,-51,0,0.883,0.379,-0.207,0,0.095,0.053,-0.027,0,937,457,-243,0,,,,,2458230.327,0.024,-0.024,0,-0.039,0.002,-0.002,0,46.228,1.87,-1.87,0,1.336,0.16,-0.16,0,1.118,0.009,-0.009,0,56.95,3.35,-3.35,0,3.75,0.015,-0.015,0,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.333,0.101,-0.068,0,106,32,-22,0,0.699,0.145,-0.107,0,0.076,0.023,-0.016,0,742,201,-138,0,,,,,2458230.4,0.027,-0.027,0,-0.037,0.002,-0.002,0,51.389,3.152,-3.152,0,1.246,0.155,-0.155,0,1.095,0.01,-0.01,0,41.85,4.85,-4.85,0,3.781,0.016,-0.016,0,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.318,0.077,-0.058,0,101,24,-18,0,0.657,0.097,-0.075,0,0.073,0.018,-0.014,0,674,139,-115,0,,,,,2458230.405,0.025,-0.025,0,0.035,0.002,-0.002,0,53.38,2.721,-2.721,0,1.175,0.14,-0.14,0,1.099,0.009,-0.009,0,41.71,4.18,-4.18,0,2.504,0.011,-0.011,0,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,0.6,1.2,-0.38,0,190,381,-120,0,0.48,0.12,-0.1,0,0.03,0.07,-0.02,0,7120,1150,-1050,0,,,,,2453931.097,0.003,-0.003,0,0.0109,0.00076,-0.00076,0,3.887,0.21,-0.21,0,8.03,0.92,-0.92,0,1.164,0.009,-0.009,0,163.1,24,-24,0,2.695,0.027,-0.027,0,19.893,0.096,-0.096,0,,,,,0.056,0.012,-0.012,0,5.242,1.144,-1.144,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019arXiv190501239K/abstract target=ref>Kondo et al. 2019</a>
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,0.48,1.22,-0.31,0,150,388,-99,0,0.37,0.08,-0.07,0,0.02,0.06,-0.01,0,7230,1150,-1010,0,,,,,2453931.098,0.026,-0.026,0,0.04849,0.0069,-0.0069,0,3.139,0.15,-0.15,0,12.33,1.2,-1.2,0,1.219,0.03,-0.03,0,203.8,63,-63,0,3.369,0.073,-0.073,0,19.239,0.112,-0.112,0,,,,,0.041,0.007,-0.007,0,4.793,0.823,-0.823,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019arXiv190501239K/abstract target=ref>Kondo et al. 2019</a>
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,0.63,1.05,-0.36,0,200,334,-110,0,1.54,0.52,-0.45,0,0.1,0.16,-0.06,0,6570,1230,-1310,0,,,,,2453931.08,0.009,-0.009,0,0.00893,0.0029,-0.0029,0,7.014,0.92,-0.92,0,2.71,0.97,-0.97,0,1.745,0.097,-0.097,0,61.4,21,-21,0,3.103,0.048,-0.048,0,20.428,0.288,-0.288,0,,,,,0.164,0.075,-0.075,0,8.552,4.077,-4.077,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019arXiv190501239K/abstract target=ref>Kondo et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.605,1.229,-0.215,0,192,391,-68,0,1.083,1.353,-0.315,0,0.153,0.311,-0.054,0,1277,1629,-422,0,,,,,2458230.448,0.023,-0.023,0,-0.04,0.002,-0.002,0,46.223,2.26,-2.26,0,1.228,0.159,-0.159,0,0.963,0.005,-0.005,0,37.74,3.03,-3.03,0,3.699,0.02,-0.02,0,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.348,0.132,-0.087,0,111,42,-28,0,0.763,0.219,-0.145,0,0.094,0.036,-0.024,0,967,308,-212,0,,,,,2458230.465,0.024,-0.024,0,-0.043,0.002,-0.002,0,45.908,2.228,-2.228,0,1.388,0.157,-0.157,0,0.963,0.007,-0.007,0,35.29,3.59,-3.59,0,3.794,0.021,-0.021,0,19.36,0.05,-0.05,0,,,,,0.88,0.11,-0.11,0,7.1,0.9,-0.9,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.323,0.1,-0.071,0,103,32,-23,0,0.689,0.171,-0.103,0,0.084,0.026,-0.019,0,873,249,-165,0,,,,,2458230.466,0.024,-0.024,0,0.043,0.002,-0.002,0,45.372,1.76,-1.76,0,1.423,0.15,-0.15,0,0.96,0.007,-0.007,0,36.48,3.7,-3.7,0,2.488,0.017,-0.017,0,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
OGLE-2013-BLG-0911L b,17h55m31.98s,-29h15m13.8s,9.92,3.78,-3.45,0,3150,1200,-1100,0,17.98,3.21,-3.24,0,0.28,0.1,-0.08,0,3150,530,-420,0,8000,2000,-2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.14,-0.17,0,2.5,0.56,-0.65,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>
OGLE-2013-BLG-0911L b,17h55m31.98s,-29h15m13.8s,,,,,,,,,,,,,,,,,,,,,8000,2000,-2000,0,2456537.312,0.0003,-0.0004,0,0.004522,0.000086,-0.000108,0,101.104,2.246,-1.799,0,1.413,0.093,-0.295,0,6.774,0.101,-0.085,0,316,13.2,-13.4,0,4.198,0.007,-0.007,0,18.104,0.049,-0.049,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>
